0, SunTrust, 53454, 2006, 6, 16
1, KeyBank, 23744, 2006, 6, 16
2, WellsFargo, 6684, 2006, 6, 16
3, HSBCBankUSA, 70045, 2006, 6, 16
4, WellsFargo, 11689, 2006, 6, 16
5, SunTrust, 48145, 2006, 6, 16
6, KeyBank, 27655, 2006, 6, 16
7, HSBCBankUSA, 72581, 2006, 6, 16
8, SunTrust, 41921, 2006, 6, 16
9, SallieMae, 86099, 2006, 6, 16
10, SunTrust, 41418, 2006, 6, 16
11, WellsFargo, 5985, 2006, 6, 16
12, SallieMae, 97873, 2006, 6, 16
13, HSBCBankUSA, 70385, 2006, 6, 16
14, WellsFargo, 6799, 2006, 6, 16
15, HSBCBankUSA, 74296, 2006, 6, 16
16, KeyBank, 33607, 2006, 6, 16
17, SallieMae, 85926, 2006, 6, 16
18, HSBCBankUSA, 68615, 2006, 6, 16
19, KeyBank, 36432, 2006, 6, 16
20, WellsFargo, 13206, 2006, 6, 16
21, SunTrust, 52784, 2006, 6, 16
22, WellsFargo, 15358, 2006, 6, 16
23, KeyBank, 38370, 2006, 6, 16
24, WellsFargo, 17715, 2006, 6, 16
25, WellsFargo, 15648, 2006, 6, 16
26, SunTrust, 57718, 2006, 6, 16
27, SunTrust, 58573, 2006, 6, 16
28, SallieMae, 85290, 2006, 6, 16
29, HSBCBankUSA, 77540, 2006, 6, 16
30, SunTrust, 42430, 2006, 6, 16
31, SunTrust, 47988, 2006, 6, 16
32, HSBCBankUSA, 63032, 2006, 6, 16
33, SunTrust, 43099, 2006, 6, 16
34, KeyBank, 34288, 2006, 6, 16
35, KeyBank, 21761, 2006, 6, 16
36, WellsFargo, 1791, 2006, 6, 16
37, SunTrust, 43063, 2006, 6, 16
38, SunTrust, 59698, 2006, 6, 16
39, KeyBank, 35044, 2006, 6, 16
40, SunTrust, 43031, 2006, 6, 16
41, SallieMae, 85464, 2006, 6, 16
42, WellsFargo, 6222, 2006, 6, 16
43, SunTrust, 54905, 2006, 6, 16
44, KeyBank, 27765, 2006, 6, 16
45, WellsFargo, 7615, 2006, 6, 16
46, HSBCBankUSA, 75163, 2006, 6, 16
47, SallieMae, 94590, 2006, 6, 16
48, KeyBank, 29698, 2006, 6, 16
49, WellsFargo, 9238, 2006, 6, 16
50, WellsFargo, 6009, 2006, 6, 16
51, SallieMae, 98536, 2006, 6, 16
52, WellsFargo, 16382, 2006, 6, 16
53, KeyBank, 35591, 2006, 6, 16
54, WellsFargo, 1129, 2006, 6, 16
55, WellsFargo, 1669, 2006, 6, 16
56, WellsFargo, 9384, 2006, 6, 16
57, HSBCBankUSA, 68314, 2006, 6, 16
58, SunTrust, 53329, 2006, 6, 16
59, SallieMae, 96040, 2006, 6, 16
60, SallieMae, 90426, 2006, 6, 16
61, HSBCBankUSA, 69082, 2006, 6, 16
62, SallieMae, 87291, 2006, 6, 16
63, HSBCBankUSA, 64381, 2006, 6, 16
64, SunTrust, 44668, 2006, 6, 16
65, SallieMae, 93430, 2006, 6, 16
66, SunTrust, 42953, 2006, 6, 16
67, SunTrust, 55773, 2006, 6, 16
68, KeyBank, 37095, 2006, 6, 16
69, SallieMae, 85037, 2006, 6, 16
70, HSBCBankUSA, 73504, 2006, 6, 16
71, SallieMae, 90544, 2006, 6, 16
72, KeyBank, 27227, 2006, 6, 16
73, KeyBank, 34570, 2006, 6, 16
74, SallieMae, 93401, 2006, 6, 16
75, KeyBank, 27742, 2006, 6, 16
76, SunTrust, 47560, 2006, 6, 16
