0, SunTrust, 7061, 2005, 6, 15
1, SallieMae, 7978, 2005, 6, 15
2, HSBCBankUSA, 5788, 2005, 6, 15
3, SunTrust, 7253, 2005, 6, 15
4, KeyBank, 7776, 2005, 6, 15
5, KeyBank, 695, 2005, 6, 15
6, SunTrust, 2187, 2005, 6, 15
7, KeyBank, 1123, 2005, 6, 15
8, KeyBank, 9485, 2005, 6, 15
9, SallieMae, 9976, 2005, 6, 15
10, WellsFargo, 3230, 2005, 6, 15
11, SallieMae, 6623, 2005, 6, 15
12, HSBCBankUSA, 2569, 2005, 6, 15
13, KeyBank, 7010, 2005, 6, 15
14, KeyBank, 472, 2005, 6, 15
15, KeyBank, 350, 2005, 6, 15
16, SunTrust, 7110, 2005, 6, 15
17, KeyBank, 3052, 2005, 6, 15
18, KeyBank, 5009, 2005, 6, 15
19, WellsFargo, 576, 2005, 6, 15
20, WellsFargo, 753, 2005, 6, 15
21, SunTrust, 2779, 2005, 6, 15
22, KeyBank, 764, 2005, 6, 15
23, KeyBank, 6932, 2005, 6, 15
24, SallieMae, 1716, 2005, 6, 15
25, SunTrust, 8717, 2005, 6, 15
26, SallieMae, 3000, 2005, 6, 15
27, SunTrust, 1811, 2005, 6, 15
28, HSBCBankUSA, 2416, 2005, 6, 15
29, WellsFargo, 3758, 2005, 6, 15
30, KeyBank, 7304, 2005, 6, 15
31, KeyBank, 2657, 2005, 6, 15
32, SunTrust, 2315, 2005, 6, 15
33, SunTrust, 7920, 2005, 6, 15
34, SallieMae, 843, 2005, 6, 15
35, SallieMae, 7833, 2005, 6, 15
36, SallieMae, 8388, 2005, 6, 15
37, SallieMae, 810, 2005, 6, 15
38, SallieMae, 6539, 2005, 6, 15
39, KeyBank, 6088, 2005, 6, 15
40, SallieMae, 5361, 2005, 6, 15
41, SallieMae, 1746, 2005, 6, 15
42, HSBCBankUSA, 4390, 2005, 6, 15
43, WellsFargo, 1874, 2005, 6, 15
44, KeyBank, 1727, 2005, 6, 15
45, SunTrust, 164, 2005, 6, 15
46, KeyBank, 7378, 2005, 6, 15
47, HSBCBankUSA, 3928, 2005, 6, 15
48, HSBCBankUSA, 2065, 2005, 6, 15
49, SallieMae, 404, 2005, 6, 15
50, SunTrust, 5382, 2005, 6, 15
51, SallieMae, 7545, 2005, 6, 15
52, KeyBank, 6228, 2005, 6, 15
53, WellsFargo, 1372, 2005, 6, 15
54, SunTrust, 3909, 2005, 6, 15
55, KeyBank, 1314, 2005, 6, 15
56, SallieMae, 5148, 2005, 6, 15
57, SunTrust, 8188, 2005, 6, 15
58, SallieMae, 2211, 2005, 6, 15
59, HSBCBankUSA, 390, 2005, 6, 15
60, WellsFargo, 4058, 2005, 6, 15
61, SunTrust, 7033, 2005, 6, 15
62, SunTrust, 8489, 2005, 6, 15
63, SunTrust, 1082, 2005, 6, 15
64, WellsFargo, 4927, 2005, 6, 15
65, KeyBank, 6553, 2005, 6, 15
66, SallieMae, 3667, 2005, 6, 15
67, WellsFargo, 3940, 2005, 6, 15
68, HSBCBankUSA, 1188, 2005, 6, 15
69, SallieMae, 237, 2005, 6, 15
70, SunTrust, 9272, 2005, 6, 15
71, HSBCBankUSA, 8592, 2005, 6, 15
72, SallieMae, 3995, 2005, 6, 15
73, WellsFargo, 8679, 2005, 6, 15
74, KeyBank, 8837, 2005, 6, 15
75, SunTrust, 4695, 2005, 6, 15
76, SunTrust, 7720, 2005, 6, 15
77, SallieMae, 884, 2005, 6, 15
78, SallieMae, 1249, 2005, 6, 15
79, WellsFargo, 4627, 2005, 6, 15
80, KeyBank, 9286, 2005, 6, 15
81, SallieMae, 9272, 2005, 6, 15
82, SallieMae, 6694, 2005, 6, 15
83, KeyBank, 4789, 2005, 6, 15
84, KeyBank, 607, 2005, 6, 15
85, WellsFargo, 7494, 2005, 6, 15
86, KeyBank, 6065, 2005, 6, 15
87, HSBCBankUSA, 2453, 2005, 6, 15
88, HSBCBankUSA, 6881, 2005, 6, 15
89, SallieMae, 1649, 2005, 6, 15
90, HSBCBankUSA, 5382, 2005, 6, 15
91, SallieMae, 2580, 2005, 6, 15
92, SallieMae, 9263, 2005, 6, 15
93, WellsFargo, 820, 2005, 6, 15
94, SunTrust, 428, 2005, 6, 15
95, KeyBank, 5941, 2005, 6, 15
96, SallieMae, 4057, 2005, 6, 15
97, SallieMae, 4791, 2005, 6, 15
98, SallieMae, 8401, 2005, 6, 15
99, SallieMae, 1841, 2005, 6, 15
100, WellsFargo, 6974, 2005, 6, 15
101, SunTrust, 2391, 2005, 6, 15
102, HSBCBankUSA, 7807, 2005, 6, 15
103, WellsFargo, 9753, 2005, 6, 15
104, WellsFargo, 6280, 2005, 6, 15
105, SunTrust, 3082, 2005, 6, 15
106, KeyBank, 418, 2005, 6, 15
107, HSBCBankUSA, 6840, 2005, 6, 15
108, WellsFargo, 7429, 2005, 6, 15
109, SallieMae, 743, 2005, 6, 15
110, SunTrust, 2065, 2005, 6, 15
111, SallieMae, 3575, 2005, 6, 15
112, HSBCBankUSA, 5168, 2005, 6, 15
113, SallieMae, 9524, 2005, 6, 15
114, SallieMae, 1577, 2005, 6, 15
115, KeyBank, 7982, 2005, 6, 15
116, SallieMae, 6769, 2005, 6, 15
117, WellsFargo, 9807, 2005, 6, 15
118, WellsFargo, 5803, 2005, 6, 15
119, SunTrust, 1875, 2005, 6, 15
120, SallieMae, 1037, 2005, 6, 15
121, SallieMae, 8708, 2005, 6, 15
122, SunTrust, 1005, 2005, 6, 15
123, KeyBank, 8814, 2005, 6, 15
124, HSBCBankUSA, 1230, 2005, 6, 15
125, KeyBank, 1944, 2005, 6, 15
126, SallieMae, 7953, 2005, 6, 15
127, SunTrust, 9157, 2005, 6, 15
128, HSBCBankUSA, 1268, 2005, 6, 15
129, SunTrust, 2671, 2005, 6, 15
130, SallieMae, 1643, 2005, 6, 15
131, WellsFargo, 9885, 2005, 6, 15
132, KeyBank, 6517, 2005, 6, 15
133, SunTrust, 5924, 2005, 6, 15
134, SallieMae, 8037, 2005, 6, 15
135, HSBCBankUSA, 5399, 2005, 6, 15
136, KeyBank, 7826, 2005, 6, 15
137, KeyBank, 4976, 2005, 6, 15
138, KeyBank, 1147, 2005, 6, 15
139, HSBCBankUSA, 5625, 2005, 6, 15
140, WellsFargo, 9503, 2005, 6, 15
141, KeyBank, 6876, 2005, 6, 15
142, HSBCBankUSA, 1247, 2005, 6, 15
143, SallieMae, 343, 2005, 6, 15
144, WellsFargo, 1326, 2005, 6, 15
145, KeyBank, 9382, 2005, 6, 15
146, SallieMae, 2181, 2005, 6, 15
147, KeyBank, 6562, 2005, 6, 15
148, SallieMae, 9470, 2005, 6, 15
149, SunTrust, 9410, 2005, 6, 15
150, HSBCBankUSA, 7377, 2005, 6, 15
151, SallieMae, 8174, 2005, 6, 15
152, SunTrust, 8244, 2005, 6, 15
153, SallieMae, 985, 2005, 6, 15
154, SunTrust, 961, 2005, 6, 15
155, HSBCBankUSA, 6082, 2005, 6, 15
156, KeyBank, 247, 2005, 6, 15
157, WellsFargo, 9986, 2005, 6, 15
158, SallieMae, 4881, 2005, 6, 15
159, WellsFargo, 2008, 2005, 6, 15
160, HSBCBankUSA, 4553, 2005, 6, 15
161, SunTrust, 8665, 2005, 6, 15
162, SunTrust, 6863, 2005, 6, 15
163, SunTrust, 563, 2005, 6, 15
164, SunTrust, 6030, 2005, 6, 15
165, SunTrust, 3237, 2005, 6, 15
166, SunTrust, 8237, 2005, 6, 15
167, SallieMae, 4544, 2005, 6, 15
168, WellsFargo, 5193, 2005, 6, 15
169, WellsFargo, 9688, 2005, 6, 15
170, WellsFargo, 8296, 2005, 6, 15
171, SunTrust, 9981, 2005, 6, 15
172, SunTrust, 6606, 2005, 6, 15
173, SunTrust, 9796, 2005, 6, 15
174, WellsFargo, 2399, 2005, 6, 15
175, SallieMae, 4453, 2005, 6, 15
176, HSBCBankUSA, 3611, 2005, 6, 15
177, KeyBank, 1667, 2005, 6, 15
178, KeyBank, 270, 2005, 6, 15
179, KeyBank, 8120, 2005, 6, 15
180, KeyBank, 8747, 2005, 6, 15
181, SunTrust, 9385, 2005, 6, 15
182, SunTrust, 3322, 2005, 6, 15
183, WellsFargo, 5383, 2005, 6, 15
184, WellsFargo, 6260, 2005, 6, 15
185, SallieMae, 3137, 2005, 6, 15
186, KeyBank, 2319, 2005, 6, 15
187, WellsFargo, 8994, 2005, 6, 15
188, SallieMae, 5055, 2005, 6, 15
189, KeyBank, 8797, 2005, 6, 15
190, WellsFargo, 5615, 2005, 6, 15
191, SallieMae, 3152, 2005, 6, 15
192, HSBCBankUSA, 1300, 2005, 6, 15
193, SunTrust, 2026, 2005, 6, 15
194, HSBCBankUSA, 7849, 2005, 6, 15
195, KeyBank, 466, 2005, 6, 15
196, KeyBank, 3827, 2005, 6, 15
197, HSBCBankUSA, 3244, 2005, 6, 15
198, KeyBank, 5541, 2005, 6, 15
199, SunTrust, 1554, 2005, 6, 15
200, HSBCBankUSA, 490, 2005, 6, 15
201, SallieMae, 5172, 2005, 6, 15
202, KeyBank, 5205, 2005, 6, 15
203, WellsFargo, 5255, 2005, 6, 15
204, KeyBank, 3180, 2005, 6, 15
205, WellsFargo, 7340, 2005, 6, 15
206, HSBCBankUSA, 4029, 2005, 6, 15
207, HSBCBankUSA, 7273, 2005, 6, 15
208, SallieMae, 2392, 2005, 6, 15
209, WellsFargo, 4019, 2005, 6, 15
210, HSBCBankUSA, 8528, 2005, 6, 15
211, SallieMae, 2937, 2005, 6, 15
212, SunTrust, 8952, 2005, 6, 15
213, WellsFargo, 9161, 2005, 6, 15
214, SunTrust, 6827, 2005, 6, 15
215, HSBCBankUSA, 4140, 2005, 6, 15
216, WellsFargo, 2400, 2005, 6, 15
